Employee.ID,Designation,Type.of.Leave_Absent,Type.of.Leave_Casual Leave,Type.of.Leave_Casual Leave Confirmed COE,Type.of.Leave_Earned Leave,Type.of.Leave_Earned Leave Confirmed COE,Type.of.Leave_LWP,Type.of.Leave_Sick Leave,Leave.applied.for.no..of.days,Date.of.joining.the.company,Status.of.Leave_Absent,Status.of.Leave_Approved,Status.of.Leave_Rejected,From.my,To.my
VHR183,Trainee Dealer,0,1,0,0,0,0,0,0.5,20-07-2015,0,1,0,42017,42017
VHR183,Trainee Dealer,0,0,0,1,0,0,0,0.5,20-07-2015,0,1,0,22017,22017
VHR184,Trainee Dealer,0,1,0,0,0,0,0,1,20-07-2015,0,1,0,42017,42017
VHR184,Trainee Dealer,0,0,0,1,0,0,0,1,20-07-2015,0,1,0,22017,22017
VHR184,Trainee Dealer,0,0,0,1,0,0,0,1,20-07-2015,0,1,0,12017,12017
VHR185,Trainee Dealer,0,0,0,1,0,0,0,2,20-07-2015,0,1,0,12017,12017
VHR185,Trainee Dealer,0,0,0,1,0,0,0,1,20-07-2015,0,1,0,12017,12017
VHR185,Trainee Dealer,0,0,0,0,0,1,0,1,20-07-2015,0,1,0,12017,12017
VHR186,Trainee Dealer,0,0,0,1,0,0,0,1,20-07-2015,0,1,0,32017,32017
VHR186,Trainee Dealer,0,0,0,1,0,0,0,0.5,20-07-2015,0,1,0,52017,52017
VHR186,Trainee Dealer,0,0,0,1,0,0,0,1,20-07-2015,0,1,0,52017,52017
VHR186,Trainee Dealer,0,0,0,1,0,0,0,0.5,20-07-2015,0,1,0,22017,22017
VHR187,Trainee Dealer,1,0,0,0,0,0,0,5,20-07-2015,1,0,0,12017,12017
VHR187,Trainee Dealer,1,0,0,0,0,0,0,1,20-07-2015,1,0,0,32017,32017
VHR187,Trainee Dealer,1,0,0,0,0,0,0,1,20-07-2015,1,0,0,42017,42017
VHR189,Trainee Dealer,0,0,0,0,0,0,1,1,20-07-2015,0,1,0,42017,42017
VHR189,Trainee Dealer,0,0,0,1,0,0,0,1,20-07-2015,0,1,0,52017,52017
VHR189,Trainee Dealer,0,1,0,0,0,0,0,1,20-07-2015,0,1,0,42017,42017
VHR189,Trainee Dealer,0,0,0,1,0,0,0,2,20-07-2015,0,1,0,22017,22017
VHR193,Trainee Dealer,0,0,0,1,0,0,0,0.5,10-02-2016,0,1,0,32017,32017
VHR193,Trainee Dealer,0,0,0,1,0,0,0,0.5,10-02-2016,0,1,0,52017,52017
VHR193,Trainee Dealer,0,0,0,1,0,0,0,0.5,10-02-2016,0,1,0,52017,52017
VHR193,Trainee Dealer,0,1,0,0,0,0,0,1,10-02-2016,0,1,0,42017,42017
VHR193,Trainee Dealer,0,1,0,0,0,0,0,0.5,10-02-2016,0,1,0,12017,12017
VHR193,Trainee Dealer,0,0,0,0,0,1,0,1.5,10-02-2016,0,1,0,22017,22017
VHR193,Trainee Dealer,0,0,0,0,0,1,0,0.5,10-02-2016,0,1,0,22017,22017
VHR195,Trainee Dealer,0,0,0,1,0,0,0,2,01-07-2016,0,1,0,52017,52017
VHR195,Trainee Dealer,0,0,0,1,0,0,0,0.5,11-02-2016,0,1,0,52017,52017
VHR195,Trainee Dealer,0,0,0,1,0,0,0,4,02-11-2015,0,1,0,52017,52017
VHR195,Trainee Dealer,0,0,0,1,0,0,0,0.5,16-02-2016,0,1,0,22017,22017
VHR212,Trainee Dealer,0,0,0,1,0,0,0,4,01-06-2016,0,1,0,42017,42017
VHR212,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-06-2016,0,1,0,32017,32017
VHR212,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,32017,32017
VHR212,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-06-2016,0,1,0,32017,32017
VHR212,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-06-2016,0,1,0,32017,32017
VHR212,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,52017,52017
VHR212,Trainee Dealer,0,1,0,0,0,0,0,1,01-06-2016,0,1,0,42017,42017
VHR212,Trainee Dealer,0,0,0,0,0,1,0,1,01-06-2016,0,1,0,52017,52017
VHR212,Trainee Dealer,0,0,0,0,0,1,0,0.5,01-06-2016,0,1,0,52017,52017
VHR212,Trainee Dealer,0,0,0,0,0,1,0,2,01-06-2016,0,1,0,22017,22017
VHR212,Trainee Dealer,0,0,0,0,0,1,0,1,01-06-2016,0,1,0,12017,12017
VHR212,Trainee Dealer,0,0,0,0,0,1,0,1,01-06-2016,0,1,0,12017,12017
VHR212,Trainee Dealer,0,0,0,0,0,0,1,0.5,01-06-2016,0,1,0,12017,12017
VHR205,Trainee Dealer,1,0,0,0,0,0,0,1,01-06-2016,0,1,0,12017,12017
VHR213,Trainee Dealer,1,0,0,0,0,0,0,1,01-06-2016,1,0,0,12017,12017
VHR211,Trainee Dealer,0,0,0,0,0,0,1,1,01-06-2016,0,1,0,42017,42017
VHR211,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,32017,32017
VHR211,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-06-2016,0,1,0,52017,52017
VHR211,Trainee Dealer,0,1,0,0,0,0,0,0.5,01-06-2016,0,1,0,42017,42017
VHR207,Trainee Dealer,1,0,0,0,0,0,0,1,01-06-2016,1,0,0,42017,42017
VHR207,Trainee Dealer,1,0,0,0,0,0,0,1,01-06-2016,1,0,0,52017,52017
VHR207,Trainee Dealer,1,0,0,0,0,0,0,0.5,01-06-2016,1,0,0,52017,52017
VHR207,Trainee Dealer,1,0,0,0,0,0,0,1,01-06-2016,1,0,0,22017,22017
VHR207,Trainee Dealer,1,0,0,0,0,0,0,1,01-06-2016,1,0,0,22017,22017
VHR207,Trainee Dealer,1,0,0,0,0,0,0,1,01-06-2016,1,0,0,32017,32017
VHR210,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,32017,32017
VHR210,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,52017,52017
VHR210,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,12017,12017
VHR209,Trainee Dealer,0,0,0,0,0,0,1,1,19-02-2016,0,1,0,32017,32017
VHR209,Trainee Dealer,0,0,0,1,0,0,0,1,19-02-2016,0,1,0,42017,42017
VHR209,Trainee Dealer,0,0,0,1,0,0,0,1,19-02-2016,0,1,0,32017,32017
VHR209,Trainee Dealer,0,0,0,1,0,0,0,1,19-02-2016,0,1,0,32017,32017
VHR209,Trainee Dealer,0,0,0,1,0,0,0,1,19-02-2016,0,1,0,52017,52017
VHR209,Trainee Dealer,0,0,0,1,0,0,0,1,19-02-2016,0,1,0,22017,22017
VHR209,Trainee Dealer,0,0,0,1,0,0,0,1,19-02-2016,0,1,0,12017,12017
VHR226,Trainee Dealer,0,0,0,1,0,0,0,1,24-09-2015,0,1,0,42017,42017
VHR226,Trainee Dealer,0,0,0,1,0,0,0,0.5,24-09-2015,0,1,0,32017,32017
VHR226,Trainee Dealer,0,0,0,1,0,0,0,1,24-09-2015,0,1,0,32017,32017
VHR226,Trainee Dealer,0,0,0,1,0,0,0,0.5,24-09-2015,0,1,0,52017,52017
VHR226,Trainee Dealer,0,0,0,0,0,1,0,1,24-09-2015,0,1,0,52017,52017
VHR226,Trainee Dealer,0,0,0,0,0,1,0,1,24-09-2015,0,1,0,52017,52017
VHR226,Trainee Dealer,0,0,0,1,0,0,0,1,24-09-2015,0,1,0,22017,22017
VHR226,Trainee Dealer,0,0,0,1,0,0,0,0.5,24-09-2015,0,1,0,12017,12017
VHR226,Trainee Dealer,0,0,0,1,0,0,0,0.5,24-09-2015,0,1,0,12017,12017
VHR218,Trainee Dealer,0,0,0,1,0,0,0,1,09-11-2015,0,1,0,42017,42017
VHR218,Trainee Dealer,0,0,0,1,0,0,0,0.5,09-11-2015,0,1,0,12017,12017
VHR219,Trainee Dealer,0,0,0,0,0,0,1,0.5,24-11-2015,0,1,0,42017,42017
VHR219,Trainee Dealer,0,0,0,1,0,0,0,0.5,24-11-2015,0,1,0,52017,52017
VHR219,Trainee Dealer,0,0,0,1,0,0,0,1,24-11-2015,0,1,0,52017,52017
VHR219,Trainee Dealer,0,0,0,1,0,0,0,1,24-11-2015,0,1,0,52017,52017
VHR219,Trainee Dealer,0,1,0,0,0,0,0,0.5,24-11-2015,0,1,0,52017,52017
VHR219,Trainee Dealer,0,0,0,1,0,0,0,2,24-11-2015,0,1,0,22017,22017
VHR219,Trainee Dealer,0,1,0,0,0,0,0,0.5,24-11-2015,0,1,0,12017,12017
VHR215,Trainee Dealer,0,0,0,0,0,0,1,0.5,22-02-2016,0,1,0,42017,42017
VHR215,Trainee Dealer,0,0,0,0,0,0,1,0.5,22-02-2016,0,1,0,42017,42017
VHR215,Trainee Dealer,0,0,0,1,0,0,0,1,22-02-2016,0,1,0,42017,42017
VHR215,Trainee Dealer,0,0,0,1,0,0,0,0.5,22-02-2016,0,1,0,42017,42017
VHR215,Trainee Dealer,0,0,0,1,0,0,0,0.5,22-02-2016,0,1,0,32017,32017
VHR215,Trainee Dealer,0,0,0,1,0,0,0,1,22-02-2016,0,1,0,52017,52017
VHR220,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-02-2016,0,1,0,32017,32017
VHR220,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-02-2016,0,1,0,32017,32017
VHR220,Trainee Dealer,0,0,0,1,0,0,0,1,01-02-2016,0,1,0,52017,52017
VHR220,Trainee Dealer,0,0,0,1,0,0,0,1,01-02-2016,0,1,0,52017,52017
VHR220,Trainee Dealer,0,0,0,1,0,0,0,1,01-02-2016,0,1,0,22017,22017
VHR220,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-02-2016,0,1,0,22017,22017
VHR220,Trainee Dealer,0,0,0,1,0,0,0,2,01-02-2016,0,1,0,22017,22017
VHR222,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-02-2016,0,1,0,12017,12017
VHR222,Trainee Dealer,0,0,0,1,0,0,0,1,01-02-2016,0,0,1,22017,22017
VHR222,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-02-2016,0,1,0,32017,32017
VHR221,Trainee Dealer,0,0,0,0,0,0,1,0.5,01-03-2016,0,1,0,42017,42017
VHR221,Trainee Dealer,0,0,0,1,0,0,0,2,01-03-2016,0,1,0,42017,42017
VHR221,Trainee Dealer,0,0,0,1,0,0,0,1,01-03-2016,0,1,0,42017,42017
VHR221,Trainee Dealer,0,0,0,1,0,0,0,1,01-03-2016,0,1,0,52017,52017
VHR221,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-03-2016,0,1,0,22017,22017
VHR221,Trainee Dealer,0,0,0,1,0,0,0,1,01-03-2016,0,1,0,22017,22017
VHR221,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-03-2016,0,1,0,12017,12017
VHR223,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-01-2016,0,1,0,42017,42017
VHR223,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-01-2016,0,1,0,42017,42017
VHR223,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-01-2016,0,1,0,32017,32017
VHR223,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-01-2016,0,1,0,32017,32017
VHR223,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-01-2016,0,1,0,32017,32017
VHR223,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-01-2016,0,1,0,52017,52017
VHR223,Trainee Dealer,0,0,0,1,0,0,0,1,25-01-2016,0,1,0,52017,52017
VHR223,Trainee Dealer,0,1,0,0,0,0,0,0.5,25-01-2016,0,1,0,32017,32017
VHR223,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-01-2016,0,1,0,22017,22017
VHR223,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-01-2016,0,1,0,22017,22017
VHR223,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-01-2016,0,1,0,22017,22017
VHR227,Trainee Dealer,0,0,0,0,1,0,0,0.5,24-09-2015,0,1,0,32017,32017
VHR227,Trainee Dealer,0,0,1,0,0,0,0,0.5,24-09-2015,0,1,0,32017,32017
VHR227,Trainee Dealer,0,0,0,0,1,0,0,2,24-09-2015,0,1,0,22017,22017
VHR227,Trainee Dealer,0,0,1,0,0,0,0,1,24-09-2015,0,1,0,12017,12017
VHR217,Trainee Dealer,0,0,0,1,0,0,0,1,19-10-2015,0,1,0,32017,32017
VHR217,Trainee Dealer,0,0,0,1,0,0,0,1,19-10-2015,0,1,0,32017,32017
VHR217,Trainee Dealer,0,0,0,1,0,0,0,1,19-10-2015,0,1,0,32017,32017
VHR217,Trainee Dealer,0,0,0,1,0,0,0,0.5,19-10-2015,0,1,0,32017,32017
VHR217,Trainee Dealer,0,0,0,0,0,1,0,1,19-10-2015,0,1,0,52017,52017
VHR217,Trainee Dealer,0,0,0,1,0,0,0,1,19-10-2015,0,1,0,22017,22017
VHR217,Trainee Dealer,0,1,0,0,0,0,0,0.5,19-10-2015,0,1,0,52017,52017
VHR216,Trainee Dealer,0,0,0,1,0,0,0,1,19-10-2015,0,1,0,32017,32017
VHR216,Trainee Dealer,0,0,0,0,0,1,0,9,19-10-2015,0,1,0,52017,52017
VHR216,Trainee Dealer,0,0,0,1,0,0,0,1,19-10-2015,0,1,0,12017,12017
VHR216,Trainee Dealer,0,0,0,0,0,1,0,2,19-10-2015,0,1,0,22017,22017
VHR216,Trainee Dealer,0,0,0,0,0,1,0,0.5,19-10-2015,0,1,0,12017,12017
VHR214,Trainee Dealer,0,0,0,1,0,0,0,0.5,23-11-2015,0,1,0,42017,42017
VHR214,Trainee Dealer,0,0,0,1,0,0,0,0.5,23-11-2015,0,1,0,42017,42017
VHR214,Trainee Dealer,0,0,0,1,0,0,0,1,23-11-2015,0,1,0,52017,52017
VHR224,Trainee Dealer,0,0,0,0,0,0,1,0.5,25-11-2015,0,1,0,32017,32017
VHR224,Trainee Dealer,0,0,0,1,0,0,0,1,25-11-2015,0,1,0,32017,32017
VHR224,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-11-2015,0,1,0,32017,32017
VHR224,Trainee Dealer,0,0,0,1,0,0,0,0.5,25-11-2015,0,1,0,52017,52017
VHR224,Trainee Dealer,0,1,0,0,0,0,0,0.5,25-11-2015,0,1,0,32017,32017
VHR224,Trainee Dealer,0,0,0,0,0,1,0,3,25-11-2015,0,1,0,32017,32017
VHR224,Trainee Dealer,0,0,0,0,0,1,0,3,25-11-2015,0,1,0,12017,12017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,5,25-11-2015,1,0,0,12017,12017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,0.5,25-11-2015,1,0,0,22017,22017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,0.5,25-11-2015,1,0,0,22017,22017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,3,25-11-2015,1,0,0,22017,22017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,3,25-11-2015,1,0,0,32017,32017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,0.5,25-11-2015,1,0,0,32017,32017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,3,25-11-2015,1,0,0,42017,42017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,2,25-11-2015,1,0,0,42017,42017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,1,25-11-2015,1,0,0,42017,42017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,1,25-11-2015,1,0,0,52017,52017
VHR224,Trainee Dealer,1,0,0,0,0,0,0,1,25-11-2015,1,0,0,52017,52017
VHR208,Trainee Dealer,0,0,0,0,0,0,1,1,26-10-2015,0,1,0,42017,42017
VHR208,Trainee Dealer,0,0,0,1,0,0,0,1,26-10-2015,0,1,0,42017,42017
VHR208,Trainee Dealer,0,0,0,1,0,0,0,1,26-10-2015,0,1,0,12017,12017
VHR208,Trainee Dealer,0,0,0,1,0,0,0,1,26-10-2015,0,1,0,32017,32017
VHR208,Trainee Dealer,0,1,0,0,0,0,0,0.5,26-10-2015,0,1,0,52017,52017
VHR208,Trainee Dealer,0,0,0,1,0,0,0,0.5,26-10-2015,0,1,0,22017,22017
VHR208,Trainee Dealer,0,0,0,1,0,0,0,1,26-10-2015,0,1,0,22017,22017
VHR231,Trainee Dealer,0,0,0,1,0,0,0,2,15-02-2016,0,1,0,52017,52017
VHR231,Trainee Dealer,0,0,0,1,0,0,0,2,15-02-2016,0,1,0,52017,52017
VHR231,Trainee Dealer,0,0,0,1,0,0,0,0.5,15-02-2016,0,1,0,12017,12017
VHR232,Trainee Dealer,0,0,0,0,0,0,1,0.5,01-06-2016,0,1,0,52017,52017
VHR232,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-06-2016,0,1,0,32017,32017
VHR232,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-06-2016,0,1,0,32017,32017
VHR232,Trainee Dealer,0,0,0,1,0,0,0,2,01-06-2016,0,1,0,52017,52017
VHR232,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,52017,52017
VHR232,Trainee Dealer,0,1,0,0,0,0,0,1,01-06-2016,0,1,0,52017,52017
VHR232,Trainee Dealer,0,0,0,0,0,1,0,1,01-06-2016,0,1,0,52017,52017
VHR232,Trainee Dealer,0,0,0,0,0,1,0,0.5,01-06-2016,0,1,0,52017,52017
VHR232,Trainee Dealer,0,0,0,0,0,1,0,2,01-06-2016,0,1,0,52017,52017
VHR232,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,22017,22017
VHR232,Trainee Dealer,0,0,0,1,0,0,0,2,01-06-2016,0,1,0,22017,22017
VHR232,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-06-2016,0,1,0,12017,12017
VHR232,Trainee Dealer,0,1,0,0,0,0,0,0.5,01-06-2016,0,1,0,22017,22017
VHR233,Trainee Dealer,0,0,0,1,0,0,0,1,09-02-2016,0,1,0,12017,12017
VHR233,Trainee Dealer,0,0,0,1,0,0,0,1,09-02-2016,0,1,0,52017,52017
VHR233,Trainee Dealer,0,0,0,1,0,0,0,1,09-02-2016,0,1,0,52017,52017
VHR233,Trainee Dealer,0,0,0,0,0,1,0,0.5,09-02-2016,0,1,0,42017,42017
VHR233,Trainee Dealer,0,0,0,0,0,1,0,1,09-02-2016,0,1,0,42017,42017
VHR233,Trainee Dealer,0,0,0,0,0,1,0,1,09-02-2016,0,1,0,42017,42017
VHR233,Trainee Dealer,0,0,0,0,0,1,0,1,09-02-2016,0,1,0,42017,42017
VHR233,Trainee Dealer,0,0,0,0,0,1,0,1,09-02-2016,0,1,0,52017,52017
VHR233,Trainee Dealer,0,0,0,0,0,1,0,0.5,09-02-2016,0,1,0,12017,12017
VHR233,Trainee Dealer,0,0,0,0,0,1,0,0.5,09-02-2016,0,1,0,12017,12017
VHR235,Trainee Dealer,0,0,0,1,0,0,0,1,11-02-2016,0,1,0,32017,32017
VHR235,Trainee Dealer,0,0,0,1,0,0,0,1,11-02-2016,0,1,0,52017,52017
VHR235,Trainee Dealer,0,0,0,1,0,0,0,1,11-02-2016,0,1,0,52017,52017
VHR235,Trainee Dealer,0,0,0,1,0,0,0,1,11-02-2016,0,1,0,52017,52017
VHR235,Trainee Dealer,0,0,0,1,0,0,0,0.5,11-02-2016,0,1,0,22017,22017
VHR235,Trainee Dealer,0,0,0,1,0,0,0,0.5,11-02-2016,0,1,0,32017,32017
VHR235,Trainee Dealer,0,0,0,0,0,1,0,1,11-02-2016,0,1,0,22017,22017
VHR235,Trainee Dealer,0,0,0,0,0,1,0,1,11-02-2016,0,1,0,32017,32017
VHR249,Trainee Dealer,0,0,0,0,0,0,1,0.5,02-02-2016,0,1,0,52017,52017
VHR249,Trainee Dealer,0,0,0,1,0,0,0,2,02-02-2016,0,1,0,52017,52017
VHR249,Trainee Dealer,0,1,0,0,0,0,0,0.5,02-02-2016,0,1,0,42017,42017
VHR249,Trainee Dealer,0,1,0,0,0,0,0,1,02-02-2016,0,1,0,52017,52017
VHR249,Trainee Dealer,0,0,0,1,0,0,0,1,02-02-2016,0,1,0,12017,12017
VHR249,Trainee Dealer,0,0,0,0,0,1,0,1,02-02-2016,0,1,0,22017,22017
VHR249,Trainee Dealer,0,0,0,0,0,1,0,3,02-02-2016,0,1,0,12017,12017
VHR249,Trainee Dealer,0,0,0,0,0,1,0,1,02-02-2016,0,1,0,12017,12017
VHR249,Trainee Dealer,0,0,0,0,0,1,0,1,02-02-2016,0,1,0,12017,12017
VHR250,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,42017,42017
VHR250,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-07-2016,0,1,0,52017,52017
VHR251,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,12017,12017
VHR251,Trainee Dealer,0,0,0,0,0,1,0,6,01-07-2016,0,1,0,122016,122016
VHR251,Trainee Dealer,0,0,0,0,0,1,0,0.5,01-07-2016,0,1,0,12017,12017
VHR251,Trainee Dealer,0,0,0,0,0,1,0,1,01-07-2016,0,1,0,12017,12017
VHR251,Trainee Dealer,0,0,0,0,0,1,0,1,01-07-2016,0,1,0,12017,12017
VHR236,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-06-2016,0,1,0,32017,32017
VHR236,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,32017,32017
VHR236,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,52017,52017
VHR236,Trainee Dealer,0,1,0,0,0,0,0,1,01-06-2016,0,1,0,52017,52017
VHR252,Trainee Dealer,0,0,0,1,0,0,0,1,01-04-2016,0,1,0,32017,32017
VHR252,Trainee Dealer,0,0,0,1,0,0,0,1,01-04-2016,0,1,0,52017,52017
VHR252,Trainee Dealer,0,0,0,1,0,0,0,1,01-04-2016,0,1,0,12017,12017
VHR252,Trainee Dealer,0,0,0,0,0,1,0,1,01-04-2016,0,1,0,12017,12017
VHR252,Trainee Dealer,0,0,0,0,0,1,0,1,01-04-2016,0,1,0,12017,12017
VHR252,Trainee Dealer,0,0,0,1,0,0,0,1,01-04-2016,0,1,0,22017,22017
VHR253,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,42017,42017
VHR253,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-06-2016,0,1,0,32017,32017
VHR253,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-06-2016,0,1,0,32017,32017
VHR253,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,12017,12017
VHR253,Trainee Dealer,0,0,0,1,0,0,0,1,01-06-2016,0,1,0,22017,22017
VHR254,Trainee Dealer,0,0,0,0,0,0,1,0.5,01-07-2016,0,1,0,32017,32017
VHR254,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,32017,32017
VHR254,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-07-2016,0,1,0,52017,52017
VHR254,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,52017,52017
VHR254,Trainee Dealer,0,1,0,0,0,0,0,0.5,01-07-2016,0,1,0,42017,42017
VHR254,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,12017,12017
VHR254,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-07-2016,0,1,0,12017,12017
VHR254,Trainee Dealer,0,0,0,0,0,1,0,5,01-07-2016,0,1,0,42017,42017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,0.5,08-02-2016,0,1,0,42017,42017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,0.5,08-02-2016,0,1,0,42017,42017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,0.5,08-02-2016,0,1,0,42017,42017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,0.5,08-02-2016,0,1,0,42017,42017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,0.5,08-02-2016,0,1,0,42017,42017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,1,08-02-2016,0,1,0,42017,42017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,1,08-02-2016,0,1,0,32017,32017
VHR256,Trainee Dealer,0,1,0,0,0,0,0,0.5,08-02-2016,0,1,0,42017,42017
VHR256,Trainee Dealer,0,1,0,0,0,0,0,0.5,08-02-2016,0,1,0,42017,42017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,0.5,08-02-2016,0,1,0,22017,22017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,1,08-02-2016,0,1,0,12017,12017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,0.5,08-02-2016,0,1,0,12017,12017
VHR256,Trainee Dealer,0,0,0,1,0,0,0,1,08-02-2016,0,1,0,12017,12017
VHR256,Trainee Dealer,0,0,0,0,0,1,0,1,08-02-2016,0,1,0,12017,12017
VHR256,Trainee Dealer,0,0,0,0,0,1,0,0.5,08-02-2016,0,1,0,12017,12017
VHR256,Trainee Dealer,0,0,0,0,0,1,0,1,08-02-2016,0,1,0,12017,12017
VHR256,Trainee Dealer,0,0,0,0,0,1,0,0.5,08-02-2016,0,1,0,22017,22017
VHR258,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-07-2016,0,1,0,42017,42017
VHR258,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,42017,42017
VHR258,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-07-2016,0,1,0,32017,32017
VHR258,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-07-2016,0,1,0,32017,32017
VHR258,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,32017,32017
VHR258,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,12017,12017
VHR258,Trainee Dealer,0,0,0,0,0,1,0,3,01-07-2016,0,1,0,32017,32017
VHR258,Trainee Dealer,0,0,0,0,0,1,0,1,01-07-2016,0,1,0,52017,52017
VHR258,Trainee Dealer,0,0,0,0,0,1,0,2,01-07-2016,0,1,0,52017,52017
VHR258,Trainee Dealer,0,0,0,0,0,1,0,0.5,01-07-2016,0,1,0,52017,52017
VHR258,Trainee Dealer,0,0,0,0,0,1,0,0.5,01-07-2016,0,1,0,12017,12017
VHR258,Trainee Dealer,0,0,0,0,0,1,0,1,01-07-2016,0,1,0,12017,12017
VHR258,Trainee Dealer,0,0,0,0,0,1,0,0.5,01-07-2016,0,1,0,12017,12017
VHR258,Trainee Dealer,0,0,0,0,0,1,0,0.5,01-07-2016,0,1,0,12017,12017
VHR258,Trainee Dealer,0,0,0,0,0,1,0,0.5,01-07-2016,0,1,0,22017,22017
VHR259,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,42017,42017
VHR259,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,32017,32017
VHR259,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-07-2016,0,1,0,32017,32017
VHR259,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,32017,32017
VHR259,Trainee Dealer,0,1,0,0,0,0,0,0.5,01-07-2016,0,1,0,42017,42017
VHR259,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-07-2016,0,1,0,122016,122016
VHR259,Trainee Dealer,0,0,0,1,0,0,0,0.5,01-07-2016,0,1,0,22017,22017
VHR259,Trainee Dealer,0,0,0,1,0,0,0,1,01-07-2016,0,1,0,12017,12017
VHR259,Trainee Dealer,0,0,0,0,0,1,0,0.5,01-07-2016,0,1,0,52017,52017
VHR259,Trainee Dealer,0,0,0,0,0,1,0,0.5,01-07-2016,0,1,0,12017,12017
